id	name	type	label	comment	subClassOf	supersededBy	domainIncludes	rangeIncludes
schema:starRating	schema:starRating	rdf:Property	starRating	An official rating for a lodging business or food establishment, e.g. from national associations or standards bodies. Use the author property to indicate the rating organization, e.g. as an Organization with name such as (e.g. HOTREC, DEHOGA, WHR, or Hotelstars).			schema:FoodEstablishment,schema:LodgingBusiness	schema:Rating
schema:blogPosts	schema:blogPosts	rdf:Property	blogPosts	Indicates a post that is part of a [[Blog]]. Note that historically, what we term a "Blog" was once known as a "weblog", and that what we term a "BlogPosting" is now often colloquially referred to as a "blog".		schema:blogPost	schema:Blog	schema:BlogPosting
schema:publicTransportClosuresInfo	schema:publicTransportClosuresInfo	rdf:Property	publicTransportClosuresInfo	Information about public transport closures.			schema:SpecialAnnouncement	schema:URL,schema:WebContent
schema:serviceAudience	schema:serviceAudience	rdf:Property	serviceAudience	The audience eligible for this service.		schema:audience	schema:Service	schema:Audience
schema:rxcui	schema:rxcui	rdf:Property	rxcui	The RxCUI drug identifier from RXNORM.			schema:Drug	schema:Text
schema:permitAudience	schema:permitAudience	rdf:Property	permitAudience	The target audience for this permit.			schema:Permit	schema:Audience
schema:includedInDataCatalog	schema:includedInDataCatalog	rdf:Property	includedInDataCatalog	A data catalog which contains this dataset.			schema:Dataset	schema:DataCatalog
schema:parentTaxon	schema:parentTaxon	rdf:Property	parentTaxon	Closest parent taxon of the taxon in question.			schema:Taxon	schema:Text,schema:URL,schema:Taxon
schema:exchangeRateSpread	schema:exchangeRateSpread	rdf:Property	exchangeRateSpread	The difference between the price at which a broker or other intermediary buys and sells foreign currency.			schema:ExchangeRateSpecification	schema:MonetaryAmount,schema:Number
schema:additionalProperty	schema:additionalProperty	rdf:Property	additionalProperty	A property-value pair representing an additional characteristic of the entity, e.g. a product feature or another characteristic for which there is no matching property in schema.org.\n\nNote: Publishers should be aware that applications designed to use specific schema.org properties (e.g. https://schema.org/width, https://schema.org/color, https://schema.org/gtin13, ...) will typically expect such data to be provided using those properties, rather than using the generic property/value mechanism. 			schema:MerchantReturnPolicy,schema:Offer,schema:Product,schema:Place,schema:QualitativeValue,schema:QuantitativeValue	schema:PropertyValue
schema:repetitions	schema:repetitions	rdf:Property	repetitions	Number of times one should repeat the activity.			schema:ExercisePlan	schema:Number,schema:QuantitativeValue
schema:vehicleTransmission	schema:vehicleTransmission	rdf:Property	vehicleTransmission	The type of component used for transmitting the power from a rotating power source to the wheels or other relevant component(s) ("gearbox" for cars).			schema:Vehicle	schema:Text,schema:QualitativeValue,schema:URL
schema:tissueSample	schema:tissueSample	rdf:Property	tissueSample	The type of tissue sample required for the test.			schema:PathologyTest	schema:Text
schema:executableLibraryName	schema:executableLibraryName	rdf:Property	executableLibraryName	Library file name, e.g., mscorlib.dll, system.web.dll.			schema:APIReference	schema:Text
schema:applicableLocation	schema:applicableLocation	rdf:Property	applicableLocation	The location in which the status applies.			schema:DrugLegalStatus,schema:DrugCost	schema:AdministrativeArea
schema:unitCode	schema:unitCode	rdf:Property	unitCode	The unit of measurement given using the UN/CEFACT Common Code (3 characters) or a URL. Other codes than the UN/CEFACT Common Code may be used with a prefix followed by a colon.			schema:UnitPriceSpecification,schema:QuantitativeValue,schema:PropertyValue,schema:TypeAndQuantityNode	schema:URL,schema:Text
schema:supersededBy	schema:supersededBy	rdf:Property	supersededBy	Relates a term (i.e. a property, class or enumeration) to one that supersedes it.			schema:Property,schema:Enumeration,schema:Class	schema:Enumeration,schema:Class,schema:Property
schema:materialExtent	schema:materialExtent	rdf:Property	[object Object]	[object Object]			schema:CreativeWork	schema:Text,schema:QuantitativeValue
schema:softwareVersion	schema:softwareVersion	rdf:Property	softwareVersion	Version of the software instance.			schema:SoftwareApplication	schema:Text
schema:playersOnline	schema:playersOnline	rdf:Property	playersOnline	Number of players on the server.			schema:GameServer	schema:Integer
schema:applicantLocationRequirements	schema:applicantLocationRequirements	rdf:Property	applicantLocationRequirements	The location(s) applicants can apply from. This is usually used for telecommuting jobs where the applicant does not need to be in a physical office. Note: This should not be used for citizenship or work visa requirements.			schema:JobPosting	schema:AdministrativeArea
schema:cvdNumBedsOcc	schema:cvdNumBedsOcc	rdf:Property	cvdNumBedsOcc	numbedsocc - HOSPITAL INPATIENT BED OCCUPANCY: Total number of staffed inpatient beds that are occupied.			schema:CDCPMDRecord	schema:Number
schema:warrantyPromise	schema:warrantyPromise	rdf:Property	warrantyPromise	The warranty promise(s) included in the offer.		schema:warranty	schema:BuyAction,schema:SellAction	schema:WarrantyPromise
schema:honorificSuffix	schema:honorificSuffix	rdf:Property	honorificSuffix	An honorific suffix following a Person's name such as M.D./PhD/MSCSW.			schema:Person	schema:Text
schema:includedInHealthInsurancePlan	schema:includedInHealthInsurancePlan	rdf:Property	includedInHealthInsurancePlan	The insurance plans that cover this drug.			schema:Drug	schema:HealthInsurancePlan
schema:supply	schema:supply	rdf:Property	supply	A sub-property of instrument. A supply consumed when performing instructions or a direction.			schema:HowTo,schema:HowToDirection	schema:HowToSupply,schema:Text
schema:employmentType	schema:employmentType	rdf:Property	employmentType	Type of employment (e.g. full-time, part-time, contract, temporary, seasonal, internship).			schema:JobPosting	schema:Text
schema:numberOfAxles	schema:numberOfAxles	rdf:Property	numberOfAxles	The number of axles.\n\nTypical unit code(s): C62.			schema:Vehicle	schema:Number,schema:QuantitativeValue
schema:shippingDestination	schema:shippingDestination	rdf:Property	shippingDestination	indicates (possibly multiple) shipping destinations. These can be defined in several ways, e.g. postalCode ranges.			schema:OfferShippingDetails,schema:ShippingConditions,schema:DeliveryTimeSettings,schema:ShippingRateSettings	schema:DefinedRegion
schema:ratingValue	schema:ratingValue	rdf:Property	ratingValue	The rating for the content.\n\nUsage guidelines:\n\n* Use values from 0123456789 (Unicode 'DIGIT ZERO' (U+0030) to 'DIGIT NINE' (U+0039)) rather than superficially similar Unicode symbols.\n* Use '.' (Unicode 'FULL STOP' (U+002E)) rather than ',' to indicate a decimal point. Avoid using these symbols as a readability separator.			schema:Rating	schema:Text,schema:Number
schema:recommendationStrength	schema:recommendationStrength	rdf:Property	recommendationStrength	Strength of the guideline's recommendation (e.g. 'class I').			schema:MedicalGuidelineRecommendation	schema:Text
schema:employee	schema:employee	rdf:Property	employee	Someone working for this organization.			schema:Organization	schema:Person
schema:scheduleTimezone	schema:scheduleTimezone	rdf:Property	scheduleTimezone	Indicates the timezone for which the time(s) indicated in the [[Schedule]] are given. The value provided should be among those listed in the IANA Time Zone Database.			schema:Schedule	schema:Text
schema:deliveryMethod	schema:deliveryMethod	rdf:Property	deliveryMethod	A sub property of instrument. The method of delivery.			schema:OrderAction,schema:TrackAction,schema:SendAction,schema:ReceiveAction	schema:DeliveryMethod
schema:successorOf	schema:successorOf	rdf:Property	successorOf	A pointer from a newer variant of a product  to its previous, often discontinued predecessor.			schema:ProductModel	schema:ProductModel
schema:inChIKey	schema:inChIKey	rdf:Property	inChIKey	InChIKey is a hashed version of the full InChI (using the SHA-256 algorithm).			schema:MolecularEntity	schema:Text
schema:associatedMediaReview	schema:associatedMediaReview	rdf:Property	associatedMediaReview	An associated [[MediaReview]], related by specific common content, topic or claim. The expectation is that this property would be most typically used in cases where a single activity is conducting both claim reviews and media reviews, in which case [[relatedMediaReview]] would commonly be used on a [[ClaimReview]], while [[relatedClaimReview]] would be used on [[MediaReview]].			schema:Review	schema:Review
schema:performer	schema:performer	rdf:Property	performer	A performer at the event&#x2014;for example, a presenter, musician, musical group or actor.			schema:Event	schema:Person,schema:Organization
schema:cvdNumVent	schema:cvdNumVent	rdf:Property	cvdNumVent	numvent - MECHANICAL VENTILATORS: Total number of ventilators available.			schema:CDCPMDRecord	schema:Number
schema:prescriptionStatus	schema:prescriptionStatus	rdf:Property	prescriptionStatus	Indicates the status of drug prescription, e.g. local catalogs classifications or whether the drug is available by prescription or over-the-counter, etc.			schema:Drug	schema:DrugPrescriptionStatus,schema:Text
schema:employerOverview	schema:employerOverview	rdf:Property	employerOverview	A description of the employer, career opportunities and work environment for this position.			schema:JobPosting	schema:Text
schema:tracks	schema:tracks	rdf:Property	tracks	A music recording (track)&#x2014;usually a single song.		schema:track	schema:MusicPlaylist,schema:MusicGroup	schema:MusicRecording
schema:relatedLink	schema:relatedLink	rdf:Property	relatedLink	A link related to this web page, for example to other related web pages.			schema:WebPage	schema:URL
schema:paymentMethodType	schema:paymentMethodType	rdf:Property	paymentMethodType	The type of a payment method.			schema:PaymentMethod	schema:PaymentMethodType
schema:email	schema:email	rdf:Property	email	Email address.			schema:ContactPoint,schema:Person,schema:Organization	schema:Text
schema:trainNumber	schema:trainNumber	rdf:Property	trainNumber	The unique identifier for the train.			schema:TrainTrip	schema:Text
