id	name	description	industry	stage
SeriesCAmusementGamblingRecreationIndustriesStartup	SeriesC Amusement, Gambling, and Recreation Industries Startup	Series C+ stage startup in amusement, gambling, and recreation industries	713	SeriesC
SeriesCAmusementParksArcadesStartup	SeriesC Amusement Parks and Arcades Startup	Series C+ stage startup in amusement parks and arcades	7131	SeriesC
SeriesCAnimalFoodManufacturingStartup	SeriesC Animal Food Manufacturing Startup	Series C+ stage startup in animal food manufacturing	3111	SeriesC
SeriesCAnimalProductionAquacultureStartup	SeriesC Animal Production and Aquaculture Startup	Series C+ stage startup in animal production and aquaculture	112	SeriesC
SeriesCAnimalSlaughteringProcessingStartup	SeriesC Animal Slaughtering and Processing Startup	Series C+ stage startup in animal slaughtering and processing	3116	SeriesC
SeriesCApparelAccessoriesOtherApparelManufacturingStartup	SeriesC Apparel Accessories and Other Apparel Manufacturing Startup	Series C+ stage startup in apparel accessories and other apparel manufacturing	3159	SeriesC
SeriesCApparelKnittingMillsStartup	SeriesC Apparel Knitting Mills Startup	Series C+ stage startup in apparel knitting mills	3151	SeriesC
SeriesCApparelManufacturingStartup	SeriesC Apparel Manufacturing Startup	Series C+ stage startup in apparel manufacturing	315	SeriesC
SeriesCApparelPieceGoodsNotionsMerchantWholesalersStartup	SeriesC Apparel, Piece Goods, and Notions Merchant Wholesalers Startup	Series C+ stage startup in apparel, piece goods, and notions merchant wholesalers	4243	SeriesC
SeriesCAquacultureStartup	SeriesC Aquaculture Startup	Series C+ stage startup in aquaculture	1125	SeriesC
SeriesCArchitecturalEngineeringRelatedServicesStartup	SeriesC Architectural, Engineering, and Related Services Startup	Series C+ stage startup in architectural, engineering, and related services	5413	SeriesC
SeriesCArchitecturalStructuralMetalsManufacturingStartup	SeriesC Architectural and Structural Metals Manufacturing Startup	Series C+ stage startup in architectural and structural metals manufacturing	3323	SeriesC
SeriesCArtsEntertainmentRecreationStartup	SeriesC Arts, Entertainment, and Recreation Startup	Series C+ stage startup in arts, entertainment, and recreation	71	SeriesC
SeriesCAudioVideoEquipmentManufacturingStartup	SeriesC Audio and Video Equipment Manufacturing Startup	Series C+ stage startup in audio and video equipment manufacturing	3343	SeriesC
SeriesCAutomobileDealersStartup	SeriesC Automobile Dealers Startup	Series C+ stage startup in automobile dealers	4411	SeriesC
SeriesCAutomotiveEquipmentRentalLeasingStartup	SeriesC Automotive Equipment Rental and Leasing Startup	Series C+ stage startup in automotive equipment rental and leasing	5321	SeriesC
SeriesCAutomotivePartsAccessoriesTireRetailersStartup	SeriesC Automotive Parts, Accessories, and Tire Retailers Startup	Series C+ stage startup in automotive parts, accessories, and tire retailers	4413	SeriesC
SeriesCAutomotiveRepairMaintenanceStartup	SeriesC Automotive Repair and Maintenance Startup	Series C+ stage startup in automotive repair and maintenance	8111	SeriesC
SeriesCBakeriesTortillaManufacturingStartup	SeriesC Bakeries and Tortilla Manufacturing Startup	Series C+ stage startup in bakeries and tortilla manufacturing	3118	SeriesC
SeriesCBasicChemicalManufacturingStartup	SeriesC Basic Chemical Manufacturing Startup	Series C+ stage startup in basic chemical manufacturing	3251	SeriesC
SeriesCBeerWineDistilledAlcoholicBeverageMerchantWholesalersStartup	SeriesC Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers Startup	Series C+ stage startup in beer, wine, and distilled alcoholic beverage merchant wholesalers	4248	SeriesC
SeriesCBeerWineLiquorRetailersStartup	SeriesC Beer, Wine, and Liquor Retailers Startup	Series C+ stage startup in beer, wine, and liquor retailers	4453	SeriesC
SeriesCBeverageManufacturingStartup	SeriesC Beverage Manufacturing Startup	Series C+ stage startup in beverage manufacturing	3121	SeriesC
SeriesCBeverageTobaccoProductManufacturingStartup	SeriesC Beverage and Tobacco Product Manufacturing Startup	Series C+ stage startup in beverage and tobacco product manufacturing	312	SeriesC
SeriesCBoilerTankShippingContainerManufacturingStartup	SeriesC Boiler, Tank, and Shipping Container Manufacturing Startup	Series C+ stage startup in boiler, tank, and shipping container manufacturing	3324	SeriesC
SeriesCBookRetailersNewsDealersStartup	SeriesC Book Retailers and News Dealers Startup	Series C+ stage startup in book retailers and news dealers	4592	SeriesC
SeriesCBroadcastingContentProvidersStartup	SeriesC Broadcasting and Content Providers Startup	Series C+ stage startup in broadcasting and content providers	516	SeriesC
SeriesCBuildingEquipmentContractorsStartup	SeriesC Building Equipment Contractors Startup	Series C+ stage startup in building equipment contractors	2382	SeriesC
SeriesCBuildingFinishingContractorsStartup	SeriesC Building Finishing Contractors Startup	Series C+ stage startup in building finishing contractors	2383	SeriesC
SeriesCBuildingMaterialGardenEquipmentSuppliesDealersStartup	SeriesC Building Material and Garden Equipment and Supplies Dealers Startup	Series C+ stage startup in building material and garden equipment and supplies dealers	444	SeriesC
SeriesCBuildingMaterialSuppliesDealersStartup	SeriesC Building Material and Supplies Dealers Startup	Series C+ stage startup in building material and supplies dealers	4441	SeriesC
SeriesCBusinessProfessionalLaborPoliticalSimilarOrganizationsStartup	SeriesC Business, Professional, Labor, Political, and Similar Organizations Startup	Series C+ stage startup in business, professional, labor, political, and similar organizations	8139	SeriesC
SeriesCBusinessSchoolsComputerManagementTrainingStartup	SeriesC Business Schools and Computer and Management Training Startup	Series C+ stage startup in business schools and computer and management training	6114	SeriesC
SeriesCBusinessSupportServicesStartup	SeriesC Business Support Services Startup	Series C+ stage startup in business support services	5614	SeriesC
SeriesCCattleRanchingFarmingStartup	SeriesC Cattle Ranching and Farming Startup	Series C+ stage startup in cattle ranching and farming	1121	SeriesC
SeriesCCementConcreteProductManufacturingStartup	SeriesC Cement and Concrete Product Manufacturing Startup	Series C+ stage startup in cement and concrete product manufacturing	3273	SeriesC
SeriesCCharterBusIndustryStartup	SeriesC Charter Bus Industry Startup	Series C+ stage startup in charter bus industry	4855	SeriesC
SeriesCChemicalAlliedProductsMerchantWholesalersStartup	SeriesC Chemical and Allied Products Merchant Wholesalers Startup	Series C+ stage startup in chemical and allied products merchant wholesalers	4246	SeriesC
SeriesCChemicalManufacturingStartup	SeriesC Chemical Manufacturing Startup	Series C+ stage startup in chemical manufacturing	325	SeriesC
SeriesCChildCareServicesStartup	SeriesC Child Care Services Startup	Series C+ stage startup in child care services	6244	SeriesC
SeriesCCivicSocialOrganizationsStartup	SeriesC Civic and Social Organizations Startup	Series C+ stage startup in civic and social organizations	8134	SeriesC
SeriesCClayProductRefractoryManufacturingStartup	SeriesC Clay Product and Refractory Manufacturing Startup	Series C+ stage startup in clay product and refractory manufacturing	3271	SeriesC
SeriesCClothingClothingAccessoriesRetailersStartup	SeriesC Clothing and Clothing Accessories Retailers Startup	Series C+ stage startup in clothing and clothing accessories retailers	4581	SeriesC
SeriesCClothingClothingAccessoriesShoeJewelryRetailersStartup	SeriesC Clothing, Clothing Accessories, Shoe, and Jewelry Retailers Startup	Series C+ stage startup in clothing, clothing accessories, shoe, and jewelry retailers	458	SeriesC
SeriesCCoalMiningStartup	SeriesC Coal Mining Startup	Series C+ stage startup in coal mining	2121	SeriesC
SeriesCCoatingEngravingHeatTreatingAlliedActivitiesStartup	SeriesC Coating, Engraving, Heat Treating, and Allied Activities Startup	Series C+ stage startup in coating, engraving, heat treating, and allied activities	3328	SeriesC
SeriesCCollegesUniversitiesProfessionalSchoolsStartup	SeriesC Colleges, Universities, and Professional Schools Startup	Series C+ stage startup in colleges, universities, and professional schools	6113	SeriesC
SeriesCCommercialIndustrialMachineryEquipmentExceptAutomotiveElectronicRepairMaintenanceStartup	SeriesC Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance Startup	Series C+ stage startup in commercial and industrial machinery and equipment (except automotive and electronic) repair and maintenance	8113	SeriesC
SeriesCCommercialIndustrialMachineryEquipmentRentalLeasingStartup	SeriesC Commercial and Industrial Machinery and Equipment Rental and Leasing Startup	Series C+ stage startup in commercial and industrial machinery and equipment rental and leasing	5324	SeriesC
SeriesCCommercialServiceIndustryMachineryManufacturingStartup	SeriesC Commercial and Service Industry Machinery Manufacturing Startup	Series C+ stage startup in commercial and service industry machinery manufacturing	3333	SeriesC
SeriesCCommunicationsEquipmentManufacturingStartup	SeriesC Communications Equipment Manufacturing Startup	Series C+ stage startup in communications equipment manufacturing	3342	SeriesC
SeriesCCommunityFoodHousingEmergencyOtherReliefServicesStartup	SeriesC Community Food and Housing, and Emergency and Other Relief Services Startup	Series C+ stage startup in community food and housing, and emergency and other relief services	6242	SeriesC
SeriesCComputerElectronicProductManufacturingStartup	SeriesC Computer and Electronic Product Manufacturing Startup	Series C+ stage startup in computer and electronic product manufacturing	334	SeriesC
SeriesCComputerPeripheralEquipmentManufacturingStartup	SeriesC Computer and Peripheral Equipment Manufacturing Startup	Series C+ stage startup in computer and peripheral equipment manufacturing	3341	SeriesC
SeriesCComputerSystemsDesignRelatedServicesStartup	SeriesC Computer Systems Design and Related Services Startup	Series C+ stage startup in computer systems design and related services	5415	SeriesC
SeriesCComputingInfrastructureProvidersDataProcessingWebHostingRelatedServicesStartup	SeriesC Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services Startup	Series C+ stage startup in computing infrastructure providers, data processing, web hosting, and related services	518	SeriesC
SeriesCComputingInfrastructureProvidersDataProcessingWebHostingRelatedServicesStartup	SeriesC Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services Startup	Series C+ stage startup in computing infrastructure providers, data processing, web hosting, and related services	5182	SeriesC
SeriesCConstructionBuildingsStartup	SeriesC Construction of Buildings Startup	Series C+ stage startup in construction of buildings	236	SeriesC
SeriesCConstructionStartup	SeriesC Construction Startup	Series C+ stage startup in construction	23	SeriesC
SeriesCConsumerGoodsRentalStartup	SeriesC Consumer Goods Rental Startup	Series C+ stage startup in consumer goods rental	5322	SeriesC
SeriesCContinuingCareRetirementCommunitiesAssistedLivingFacilitiesElderlyStartup	SeriesC Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly Startup	Series C+ stage startup in continuing care retirement communities and assisted living facilities for the elderly	6233	SeriesC
SeriesCConvertedPaperProductManufacturingStartup	SeriesC Converted Paper Product Manufacturing Startup	Series C+ stage startup in converted paper product manufacturing	3222	SeriesC
SeriesCCouriersExpressDeliveryServicesStartup	SeriesC Couriers and Express Delivery Services Startup	Series C+ stage startup in couriers and express delivery services	4921	SeriesC
