taskId	occupation
AirfieldOperationsSpecialists.use.DigitalDataTerminalCommunicationsEquipment.to.PerformDuties	Airfield Operations Specialists
AirfieldOperationsSpecialists.use.NavigationalAidsDataTerminalCommunicationsEquipment.to.PerformDuties	Airfield Operations Specialists
AirfieldOperationsSpecialists.use.DigitalDataTerminalCommunicationsEquipment.to.PerformDuties	Airfield Operations Specialists
AirfieldOperationsSpecialists.receive	Airfield Operations Specialists
AirfieldOperationsSpecialists.maintain.Air	Airfield Operations Specialists
AirfieldOperationsSpecialists.maintain.Point	Airfield Operations Specialists
AirfieldOperationsSpecialists.procure.Information.on.SafeOperation.of.Aircraft	Airfield Operations Specialists
AirfieldOperationsSpecialists.produce.Information.on.SafeOperation.of.Aircraft	Airfield Operations Specialists
AirfieldOperationsSpecialists.provide.Information.on.SafeOperation.of.Aircraft	Airfield Operations Specialists
AirfieldOperationsSpecialists.aircraft.EquipmentNeeds.for.AirEvacuationCargoFlights	Airfield Operations Specialists
AirfieldOperationsSpecialists.post.VisualDisplayBoardsBoards	Airfield Operations Specialists
AirfieldOperationsSpecialists.post.StatusBoards	Airfield Operations Specialists
AirfieldOperationsSpecialists.receive.WeatherInformationFlightPlanData	Airfield Operations Specialists
AirfieldOperationsSpecialists.post.WeatherInformationFlightPlanData	Airfield Operations Specialists
AirfieldOperationsSpecialists.conduct.DepartureBriefings	Airfield Operations Specialists
AirfieldOperationsSpecialists.conduct.ArrivalBriefings	Airfield Operations Specialists
AirfieldOperationsSpecialists.collaborate.with.Others.to.PlanFlightSchedulesCrewAssignments	Airfield Operations Specialists
AirfieldOperationsSpecialists.collaborate.with.Others.to.AirCrewAssignments	Airfield Operations Specialists
AirfieldOperationsSpecialists.maintain.FlightLogs	Airfield Operations Specialists
AirfieldOperationsSpecialists.maintain.FlightLogs	Airfield Operations Specialists
AirfieldOperationsSpecialists.maintain.EventLogs	Airfield Operations Specialists
AirfieldOperationsSpecialists.maintain.EventLogs	Airfield Operations Specialists
AirfieldOperationsSpecialists.coordinate.Changes.to.FlightItineraries.with.AppropriateAirTrafficControl	Airfield Operations Specialists
AirfieldOperationsSpecialists.check.MilitaryFlightPlans.with.CivilianAgencies	Airfield Operations Specialists
FlightAttendants.verify.FirstAidKitsEmergencyEquipment	Flight Attendants
FlightAttendants.verify.OxygenBottles	Flight Attendants
FlightAttendants.verify.OtherEmergencyEquipment	Flight Attendants
FlightAttendants.verify.OxygenBottles	Flight Attendants
FlightAttendants.demonstrate.SafetyEmergencyProcedures	Flight Attendants
FlightAttendants.monitor.PassengerBehavior.to.IdentifyThreats.to.Safety.of.CrewPassengers	Flight Attendants
FlightAttendants.monitor.PassengerBehavior.to.OtherPassengers	Flight Attendants
FlightAttendants.aisles.of.Planes.to.VerifyPassengersHaveComplied.with.FederalRegulationsPrior.to.TakeoffsLandings	Flight Attendants
FlightAttendants.direct.Passengers.in.EmergencyProcedures	Flight Attendants
FlightAttendants.assist.Passengers.in.EmergencyProcedures	Flight Attendants
FlightAttendants.prepare.Passengers.for.Landing	Flight Attendants
FlightAttendants.prepare.Aircraft.for.Landing	Flight Attendants
FlightAttendants.administer.FirstAid.to.Passengers.in.Distress	Flight Attendants
FlightAttendants.determine.SpecialAssistanceNeeds.of.Passengers	Flight Attendants
FlightAttendants.determine.SpecialAssistanceNeeds.of.Persons.with.Disabilities	Flight Attendants
FlightAttendants.preflight.Briefings.concerning.Weather	Flight Attendants
FlightAttendants.passengers.WhenSituations	Flight Attendants
FlightAttendants.check.to.EnsureFood	Flight Attendants
FlightAttendants.check.Are.in.AdequateSupply	Flight Attendants
FlightAttendants.check.OtherSuppliesAreAboard.in.AdequateSupply	Flight Attendants
FlightAttendants.check.Are.in.AdequateSupply	Flight Attendants
FlightAttendants.prepare.ReportsShowingPlaces.of.DeparturePassengerTicketNumbers	Flight Attendants
FlightAttendants.prepare.ReportsShowingPlaces.of.Destination	Flight Attendants
FlightAttendants.flight.DelaysDescentPreparations	Flight Attendants
FlightAttendants.passengers.BoardingAircraftDirectThem.to.AssignedSeats	Flight Attendants
FlightAttendants.assist.PassengersEnteringAircraft	Flight Attendants
FlightAttendants.assist.DisembarkingAircraft	Flight Attendants
FlightAttendants.conduct.PeriodicTrips.through.Cabin.to.EnsurePassengerComfortDistributeReadingMaterial	Flight Attendants
FlightAttendants.conduct.PeriodicTrips.through.Cabin.to.DistributeReadingMaterial	Flight Attendants
FlightAttendants.inspect.Cabins	Flight Attendants
FlightAttendants.clean.Cabins	Flight Attendants
FlightAttendants.operate.AudioSystems	Flight Attendants
FlightAttendants.operate.VideoSystems	Flight Attendants
FlightAttendants.answer.PassengersQuestions.about.Flights	Flight Attendants
FlightAttendants.answer.Schedules	Flight Attendants
FlightAttendants.answer.Services	Flight Attendants
FlightAttendants.answer.Schedules	Flight Attendants
FlightAttendants.collect.Money.for.Meals	Flight Attendants
FlightAttendants.collect.Money.for.Beverages	Flight Attendants
FlightAttendants.serve.PreparedFoods	Flight Attendants
FlightAttendants.inspect.PassengerTickets.to.VerifyInformationObtainDestinationInformation	Flight Attendants
FlightAttendants.inspect.PassengerTickets.to.ObtainDestinationInformation	Flight Attendants
FlightAttendants.assist.Passengers.in.PlacingCarry	Flight Attendants
FlightAttendants.assist.Passengers.in.Under	Flight Attendants
FlightAttendants.take.Inventory.of.Headsets	Flight Attendants
FlightAttendants.take.Inventory.of.MoneyCollected	Flight Attendants
FlightAttendants.sell.AlcoholicBeverages.to.Passengers	Flight Attendants
AmbulanceDrivers.remove.SoiledLinensEquipment.to.MaintainSanitaryConditions	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
AmbulanceDrivers.replace.SoiledLinensEquipment.to.MaintainSanitaryConditions	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
Attendants.remove.SoiledLinensEquipment.to.MaintainSanitaryConditions	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
Attendants.replace.SoiledLinensEquipment.to.MaintainSanitaryConditions	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
EmergencyMedicalTechnicians.remove.SoiledLinensEquipment.to.MaintainSanitaryConditions	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
EmergencyMedicalTechnicians.replace.SoiledLinensEquipment.to.MaintainSanitaryConditions	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
AmbulanceDrivers.drive.AmbulancesAmbulanceDrivers.in.TransportingSick	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
AmbulanceDrivers.drive.AmbulancesAmbulanceDrivers.in.ConvalescentPersons	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
AmbulanceDrivers.drive.AssistAmbulanceDrivers.in.TransportingSick	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
AmbulanceDrivers.drive.AssistAmbulanceDrivers.in.ConvalescentPersons	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
Attendants.drive.AmbulancesAmbulanceDrivers.in.TransportingSick	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
Attendants.drive.AmbulancesAmbulanceDrivers.in.ConvalescentPersons	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
Attendants.drive.AssistAmbulanceDrivers.in.TransportingSick	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
Attendants.drive.AssistAmbulanceDrivers.in.ConvalescentPersons	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
EmergencyMedicalTechnicians.drive.AmbulancesAmbulanceDrivers.in.TransportingSick	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
EmergencyMedicalTechnicians.drive.AmbulancesAmbulanceDrivers.in.ConvalescentPersons	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
EmergencyMedicalTechnicians.drive.AssistAmbulanceDrivers.in.TransportingSick	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
EmergencyMedicalTechnicians.drive.AssistAmbulanceDrivers.in.ConvalescentPersons	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
AmbulanceDrivers.report.Facts.concerning.Accidents.to.HospitalPersonnelEnforcementOfficials	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
AmbulanceDrivers.report.Facts.concerning.Accidents.to.LawEnforcementOfficials	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
AmbulanceDrivers.report.Emergencies.to.HospitalPersonnelEnforcementOfficials	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
AmbulanceDrivers.report.Emergencies.to.LawEnforcementOfficials	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
Attendants.report.Facts.concerning.Accidents.to.HospitalPersonnelEnforcementOfficials	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
Attendants.report.Facts.concerning.Accidents.to.LawEnforcementOfficials	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
Attendants.report.Emergencies.to.HospitalPersonnelEnforcementOfficials	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
Attendants.report.Emergencies.to.LawEnforcementOfficials	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
EmergencyMedicalTechnicians.report.Facts.concerning.Accidents.to.HospitalPersonnelEnforcementOfficials	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
EmergencyMedicalTechnicians.report.Facts.concerning.Accidents.to.LawEnforcementOfficials	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
EmergencyMedicalTechnicians.report.Emergencies.to.HospitalPersonnelEnforcementOfficials	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
EmergencyMedicalTechnicians.report.Emergencies.to.LawEnforcementOfficials	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
AmbulanceDrivers.place.Patients.on.Stretchers	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
AmbulanceDrivers.place.Patients.on.LoadStretchers.into.Ambulances	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
Attendants.place.Patients.on.Stretchers	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
Attendants.place.Patients.on.LoadStretchers.into.Ambulances	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
EmergencyMedicalTechnicians.place.Patients.on.Stretchers	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
EmergencyMedicalTechnicians.place.Patients.on.LoadStretchers.into.Ambulances	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
AmbulanceDrivers.assist.EmergencyMedicalTechnicians.on.Calls	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
Attendants.assist.EmergencyMedicalTechnicians.on.Calls	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
EmergencyMedicalTechnicians.assist.EmergencyMedicalTechnicians.on.Calls	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
AmbulanceDrivers.replace.SuppliesItems.on.Ambulances	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
AmbulanceDrivers.replace.DisposableItems.on.Ambulances	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
Attendants.replace.SuppliesItems.on.Ambulances	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
Attendants.replace.DisposableItems.on.Ambulances	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
EmergencyMedicalTechnicians.replace.SuppliesItems.on.Ambulances	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
EmergencyMedicalTechnicians.replace.DisposableItems.on.Ambulances	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
AmbulanceDrivers.perform.MinorMaintenance.on.EmergencyMedicalServicesVehicles	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
Attendants.perform.MinorMaintenance.on.EmergencyMedicalServicesVehicles	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
EmergencyMedicalTechnicians.perform.MinorMaintenance.on.EmergencyMedicalServicesVehicles	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
AmbulanceDrivers.clean.WashRigs	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
AmbulanceDrivers.clean.Equipment	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
Attendants.clean.WashRigs	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
Attendants.clean.Equipment	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
EmergencyMedicalTechnicians.clean.WashRigs	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
EmergencyMedicalTechnicians.clean.Equipment	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
AmbulanceDrivers.maintain.AppropriateCertifications	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
Attendants.maintain.AppropriateCertifications	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
EmergencyMedicalTechnicians.maintain.AppropriateCertifications	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
AmbulanceDrivers.administer.FirstAid	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
AmbulanceDrivers.administer.AdministeringOxygen	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
Attendants.administer.FirstAid	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
Attendants.administer.AdministeringOxygen	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
EmergencyMedicalTechnicians.administer.FirstAid	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
EmergencyMedicalTechnicians.administer.AdministeringOxygen	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
AmbulanceDrivers.shackle.ViolentPatients	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
Attendants.shackle.ViolentPatients	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
EmergencyMedicalTechnicians.shackle.ViolentPatients	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
DriverSalesWorkers.drive.Trucks.to.DeliverSuchItemsAsFood	Driver/Sales Workers
DriverSalesWorkers.drive.Trucks.to.Newspapers	Driver/Sales Workers
DriverSalesWorkers.inform.RegularCustomers.of.NewProductsPriceChanges	Driver/Sales Workers
DriverSalesWorkers.inform.RegularCustomers.of.ServicesPriceChanges	Driver/Sales Workers
DriverSalesWorkers.record.SalesInformation.on.DailySalesRecord	Driver/Sales Workers
DriverSalesWorkers.record.SalesInformation.on.DeliveryRecord	Driver/Sales Workers
DriverSalesWorkers.record.DeliveryInformation.on.DailySalesRecord	Driver/Sales Workers
DriverSalesWorkers.record.DeliveryInformation.on.DeliveryRecord	Driver/Sales Workers
DriverSalesWorkers.resolve.CustomersComplaints.regarding.ProductsServices	Driver/Sales Workers
DriverSalesWorkers.collect.Money.from.Customers	Driver/Sales Workers
DriverSalesWorkers.collect.Money.from.RecordTransactions.on.CustomerReceipts	Driver/Sales Workers
DriverSalesWorkers.maintain.TrucksEquipmentClean.inside.MachinesDispenseFood	Driver/Sales Workers
DriverSalesWorkers.maintain.TrucksEquipmentClean.inside.Beverages	Driver/Sales Workers
DriverSalesWorkers.maintain.Food	Driver/Sales Workers
DriverSalesWorkers.maintain.Food	Driver/Sales Workers
DriverSalesWorkers.arrange.MerchandisePromotionDisplaysSalesPromotionMaterials.to.Customers	Driver/Sales Workers
DriverSalesWorkers.arrange.IssueSalesPromotionMaterials.to.Customers	Driver/Sales Workers
DriverSalesWorkers.arrange.SalesPromotionDisplaysSalesPromotionMaterials.to.Customers	Driver/Sales Workers
DriverSalesWorkers.arrange.IssueSalesPromotionMaterials.to.Customers	Driver/Sales Workers
DriverSalesWorkers.collect.Coins.from.VendingMachines	Driver/Sales Workers
DriverSalesWorkers.collect.Coins.from.RemoveAgedMerchandise	Driver/Sales Workers
DriverSalesWorkers.write.CustomerOrdersContractsAccording.to.CompanyGuidelines	Driver/Sales Workers
DriverSalesWorkers.write.SalesContractsAccording.to.CompanyGuidelines	Driver/Sales Workers
