id	name	description	code	hotTechnology	inDemand
UnrealTechnologyUnrealEngine	Unreal Technology Unreal Engine	Development environment software	43232402	false	false
Unsatflow	UNSATFLOW	Analytical or scientific software	43232605	false	false
UpdateManagementSoftware	Patch and update management software	Configuration management software	43232401	false	false
UplandConsultingGroupRepairTraq	Upland Consulting Group Repair Traq	Data base user interface and query software	43232306	false	false
UpperspaceDesigncad	Upperspace DesignCAD	Computer aided design CAD software	43232604	false	false
UpperspaceModelcad	Upperspace ModelCAD	Computer aided design CAD software	43232604	false	false
UpsideLearningUpsidelms	Upside Learning UpsideLMS	Computer based training software	43232502	false	false
UpsideSoftwareUpsidecontract	Upside Software UpsideContract	Data base user interface and query software	43232306	false	false
UpsIntelliverse	UPS Intelliverse	Materials requirements planning logistics and supply chain software	43231506	false	false
UpsLogisticsTechnologiesRoadnetTransportationSuite	UPS Logistics Technologies Roadnet Transportation Suite	Materials requirements planning logistics and supply chain software	43231506	false	false
UpsWorldship	UPS WorldShip	Materials requirements planning logistics and supply chain software	43231506	false	false
Urbansim	UrbanSim	Computer aided design CAD software	43232604	false	false
UsabilityTestingSoftware	Usability testing software	Program testing software	43232406	false	false
UsdaChildNutritionDatabase	USDA Child Nutrition Database	Data base user interface and query software	43232306	false	false
UsdaComet	USDA Comet	Analytical or scientific software	43232605	false	false
UsdaDatabaseForInventoryMonitoring	USDA Database for Inventory, Monitoring and Assessment (DIMA)	Analytical or scientific software	43232605	false	false
UsdaForestVegetationSimulatorFvs	USDA Forest Vegetation Simulator FVS	Analytical or scientific software	43232605	false	false
UsdaNrcsSoilDataViewer	USDA NRCS Soil Data Viewer	Map creation software	43233506	false	false
UsdaNrcsVegspec	USDA NRCS VegSpec	Data base user interface and query software	43232306	false	false
UsdaSamplepoint	USDA SamplePoint	Analytical or scientific software	43232605	false	false
UserInterfaceDesignSoftware	User interface design software	Program testing software	43232406	false	false
Userzoom	UserZoom	Program testing software	43232406	false	false
UseTaxRates	BNA Sales and Use Tax Rates and Forms	Tax preparation software	43231603	false	false
Usps.com	USPS.com	Materials requirements planning logistics and supply chain software	43231506	false	false
Usycams	USyCaMs	Computer aided design CAD software	43232604	false	false
Utquant	UTQUANT	Analytical or scientific software	43232605	false	false
ValenTechnologiesRiskManager	Valen Technologies Risk Manager	Financial analysis software	43231604	false	false
ValiantVantage	Valiant Vantage	Time accounting software	43231605	false	false
ValidationTestingSoftware	Conformance and validation testing software	Program testing software	43232406	false	false
ValleyAgriculturalSoftwareDairycomp	Valley Agricultural Software DairyCOMP 305	Data base user interface and query software	43232306	false	false
ValleyAgriculturalSoftwareFeedWatch	Valley Agricultural Software Feed Watch	Expert system software	43231511	false	false
ValtamtechFlightCrewLog	ValtamTech Flight Crew Log	Calendar and scheduling software	43232108	false	false
ValueAnalysis	Value Analysis	Analytical or scientific software	43232605	false	false
ValuetechReportBuilder	ValueTech Report Builder	Word processing software	43232104	false	false
ValusoftMastercook	ValuSoft MasterCook	Data base user interface and query software	43232306	false	false
ValusourceBizcomps	ValuSource BIZCOMPS	Financial analysis software	43231604	false	false
Vamp	VAMP/VASP	Analytical or scientific software	43232605	false	false
VanguardSoftwareVanguardSalesManager	Vanguard Software Vanguard Sales Manager	Customer relationship management CRM software	43232303	false	false
VantageMcif	Vantage MCIF	Customer relationship management CRM software	43232303	false	false
VantagemedChartkeeper	VantageMed ChartKeeper	Medical software	43232610	false	false
VantagePointSoftwareHra	Vantage Point Software HRA	Human resources software	43231505	false	false
VantraVolts	ADP/Vantra VOLTS	Desktop communications software	43232702	false	false
VaporDriveCalculationSoftware	Humidity and vapor drive calculation software	Analytical or scientific software	43232605	false	false
VariableAnnuityExpert	Steele Mutual Fund and Variable Annuity Expert	Financial analysis software	43231604	false	false
VariableFrequencyDriveVfdSoftware	Variable frequency drive VFD software	Industrial control software	43232608	false	false
VarianMedicalSystems	Varian Medical Systems	Medical software	43232610	false	false
VariogramEstimation	Variogram Estimation and Spatial Prediction plus Error Vesper	Analytical or scientific software	43232605	false	false
VarsityShipsoftSupplyChainExecutionSuite	Varsity ShipSoft Supply Chain Execution Suite	Materials requirements planning logistics and supply chain software	43231506	false	false
VasontContentManagementSystem	Vasont Content Management System	Document management software	43232202	false	false
Vasp	VAMP/VASP	Analytical or scientific software	43232605	false	false
VaspDataViewer	VASP Data Viewer	Analytical or scientific software	43232605	false	false
VaytekVoxblast	VayTek VoxBlast	Analytical or scientific software	43232605	false	false
Vbrhapsody	VBRhapsody	Music or sound editing software	43232005	false	false
VcgPointwing	VCG Pointwing	Human resources software	43231505	false	false
VebnetFix&flex	Vebnet FIX&FLEX	Human resources software	43231505	false	false
Vector35BinaryNinja	Vector 35 Binary Ninja	Compiler and decompiler software	43232409	false	false
VectorCanalyzer	Vector CANalyzer	Analytical or scientific software	43232605	false	false
VectorCanape	Vector Canape	Analytical or scientific software	43232605	false	false
VectorCanoe	Vector CANoe	Development environment software	43232402	false	false
Vectordesigner	VectorDesigner	Graphics or photo imaging software	43232102	false	false
VectorDrawingSoftware	Vector drawing software	Graphics or photo imaging software	43232102	false	false
VectorFieldsOpera3d	Vector Fields OPERA-3d	Analytical or scientific software	43232605	false	false
VectorsgiCheckManagementSolution	VECTORsgi Check Management Solution	Document management software	43232202	false	false
VectorsgiImageExchangeSolution	VECTORsgi Image Exchange Solution	Graphics or photo imaging software	43232102	false	false
VectorSoftwareVectorcast	Vector Software VectorCast	Program testing software	43232406	false	false
VectorworksArchitect	VectorWorks ARCHITECT	Computer aided design CAD software	43232604	false	false
VectorworksDesigner	Vectorworks Designer	Computer aided design CAD software	43232604	false	false
VectorworksMachineDesign	Vectorworks Machine Design	Computer aided design CAD software	43232604	false	false
VehicleIdentificationNumberVinDatabase	Vehicle identification number VIN database	Data base user interface and query software	43232306	false	false
VehicleInformationDatabases	Vehicle information databases	Data base user interface and query software	43232306	false	false
VehicleInspectionDatabases	Vehicle inspection databases	Data base user interface and query software	43232306	false	false
VehicleLocation	Vehicle location and tracking software	Industrial control software	43232608	false	false
VehicleManagementSoftware	Vehicle management software	Facilities management software	43232603	false	false
Velvet	Velvet	Analytical or scientific software	43232605	false	false
VendorManagementSystemSoftware	Vendor management system software	Customer relationship management CRM software	43232303	false	false
Ventsim	Ventsim	Analytical or scientific software	43232605	false	false
VerbiMaxqda	VERBI MAXQDA	Analytical or scientific software	43232605	false	false
VerdictSystemsSanction	Verdict Systems Sanction	Presentation software	43232106	false	false
VerificationLanguage	Hardware description and verification language	Development environment software	43232402	false	false
VerificationSoftware	Verification software	Analytical or scientific software	43232605	false	false
VerifonePcChargePro	VeriFone PC Charge Pro	Point of sale POS software	43232611	false	false
Verilog	Verilog	Development environment software	43232402	false	false
VerispanPatientParameters	Verispan Patient Parameters	Information retrieval or search software	43232309	false	false
VerisurfMetrology	Verisurf Metrology	Industrial control software	43232608	false	false
VeritasNetbackup	Veritas NetBackup	Backup or archival software	43233415	false	false
VerituneVerituner	Veritune Verituner	Analytical or scientific software	43232605	false	false
VeritySoftwareHouseModfitLt	Verity Software House ModFit LT	Analytical or scientific software	43232605	false	false
VerityTeleform	Verity TELEform	Document management software	43232202	false	false
VernonSystemsLimitedVernonCms	Vernon Systems Limited Vernon CMS	Data base user interface and query software	43232306	false	false
VeroInternationalVisiMould	Vero International VISI-Mould	Computer aided design CAD software	43232604	false	false
VeroInternationalVisiSeries	Vero International VISI-Series	Computer aided manufacturing CAM software	43232612	false	false
VeroSoftwareAlphacam	Vero Software ALPHACAM	Computer aided design CAD software	43232604	false	false
VeroSoftwareAlphacamMilling	Vero Software ALPHACAM Milling	Computer aided manufacturing CAM software	43232612	false	false
VeroSoftwareAlphacamTurning	Vero Software ALPHACAM Turning	Computer aided manufacturing CAM software	43232612	false	false
VeroSoftwareEdgecam	Vero Software Edgecam	Computer aided design CAD and computer aided manufacturing CAM system	43232614	false	false
VeroSoftwareMachiningStrategist	Vero Software machining STRATEGIST	Computer aided manufacturing CAM software	43232612	false	false
VeroSoftwarePeps	Vero Software PEPS	Computer aided manufacturing CAM software	43232612	false	false
VeroSoftwareRadan	Vero Software RADAN	Computer aided manufacturing CAM software	43232612	false	false
VeroSoftwareSmirtsoftware	Vero Software SMIRTsoftware	Computer aided manufacturing CAM software	43232612	false	false
VeroSoftwareSurfcam	Vero Software SURFCAM	Computer aided manufacturing CAM software	43232612	false	false
VeroSoftwareVisi	Vero Software VISI	Computer aided manufacturing CAM software	43232612	false	false
VeroSoftwareWorknc	Vero Software WorkNC	Computer aided manufacturing CAM software	43232612	false	false
VersadyneSmallEngineTestSystem	VersaDyne small engine test system	Analytical or scientific software	43232605	false	false
