processId	industry
Retailers.liaise.with.ExternalCertificationAuthorities	retail
Retailers.administer.CertificationTests	retail
Retailers.appraise.ExperienceQualifications	retail
Retailers.administer.CertificateIssue	retail
Retailers.administer.Maintenance	retail
Retailers.manage.EmployeeRelations	retail
Retailers.manage.LaborRelations	retail
Retailers.manage.CollectiveBargainingProcess	retail
Retailers.manage.LaborManagementPartnerships	retail
Retailers.manage.EmployeeGrievances	retail
Retailers.reward.Employees	retail
Retailers.retain.Employees	retail
Retailers.develop.Reward	retail
Retailers.manage.Reward	retail
Retailers.develop.Salary	retail
Retailers.develop.Plan	retail
Retailers.develop.BenefitsPlan	retail
Retailers.develop.RewardsPlan	retail
Retailers.perform.CompetitiveAnalysis.of.Benefits	retail
Retailers.perform.CompetitiveAnalysis.of.Rewards	retail
Retailers.identify.CompensationRequirementsBased.on.Financial	retail
Retailers.identify.CompensationRequirementsBased.on.HrPolicies	retail
Retailers.administer.Compensation.to.Employees	retail
Retailers.administer.Rewards.to.Employees	retail
Retailers.reward.Employees	retail
Retailers.motivate.Employees	retail
Retailers.manage.Benefits	retail
Retailers.administer.Benefits	retail
Retailers.deliver.EmployeeBenefitsProgram	retail
Retailers.administer.BenefitEnrollment	retail
Retailers.process.Claims	retail
Retailers.perform.BenefitReconciliation	retail
Retailers.manage.EmployeeAssistance	retail
Retailers.manage.Retention	retail
Retailers.deliver.Programs.to.SupportWork	retail
Retailers.develop.FamilySupportSystems	retail
Retailers.review.RetentionIndicators	retail
Retailers.review.MotivationIndicators	retail
Retailers.review.CompensationPlan	retail
Retailers.administer.Payroll	retail
Retailers.retire.Employees	retail
Retailers.manage.PromotionProcess	retail
Retailers.manage.DemotionProcess	retail
Retailers.manage.Separation	retail
Retailers.manage.Retirement	retail
Retailers.manage.Leave.of.Absence	retail
Retailers.develop.EmployeeOutplacement	retail
Retailers.implement.EmployeeOutplacement	retail
Retailers.manage.WorkforceScheduling	retail
Retailers.receive.RequiredResources	retail
Retailers.receive.Capabilities	retail
Retailers.manage.ResourceDeployment	retail
Retailers.relocate.EmployeesAssignments	retail
Retailers.relocate.ManageAssignments	retail
Retailers.manage.Expatriates	retail
Retailers.manage.EmployeeInformation	retail
Retailers.manage.Analytics	retail
Retailers.manage.ReportingProcesses	retail
Retailers.manage.EmployeeInquiryProcess	retail
Retailers.manage.EmployeeData	retail
Retailers.maintain.EmployeeData	retail
Retailers.manage.HumanResourceInformationSystemsHris	retail
Retailers.develop.EmployeeMetrics	retail
Retailers.manage.EmployeeMetrics	retail
Retailers.develop.TimeAttendanceSystems	retail
Retailers.manage.TimeAttendanceSystems	retail
Retailers.manage.EmployeeSuggestionsPerformEmployeeResearch	retail
Retailers.collect.EmployeeSuggestionsPerformEmployeeResearch	retail
Retailers.manage.EmployeeCommunication	retail
Retailers.develop.EmployeeCommunicationPlan	retail
Retailers.conduct.EmployeeEngagementSurveys	retail
Retailers.deliver.EmployeeCommunications	retail
Retailers.manage.InformationTechnology	retail
Retailers.develop.ItCustomerRelationships	retail
Retailers.manage.ItCustomerRelationships	retail
Retailers.understand.ItCustomerNeeds	retail
Retailers.understand.ItCustomerCommunities	retail
Retailers.assess.ItCustomerOperationalCapabilities	retail
Retailers.identify.ItCustomerTransformationNeeds	retail
Retailers.understand.BusinessRequirements.for.ItCapabilities	retail
Retailers.understand.ItLandscape	retail
Retailers.develop.ItVisioning	retail
Retailers.outline.ItServiceExpectations	retail
Retailers.plan.ItServices	retail
Retailers.communicate.ItServices	retail
Retailers.manage.ItCustomerExpectations	retail
Retailers.define.FutureItServices	retail
Retailers.determine.ItPerformanceIndicators	retail
Retailers.create.ItMarketingMessages	retail
Retailers.create.ItServiceMarketingPlan	retail
Retailers.provide.ItTransformationGuidance	retail
Retailers.develop.ItTransformationPlans	retail
Retailers.collect.ItCustomerRequirements	retail
Retailers.analyze.ItCustomerRequirements	retail
Retailers.identify.ItOpportunities	retail
Retailers.prioritize.ItOpportunities	retail
Retailers.facilitate.SolutionDesignActivities	retail
Retailers.prioritize.ItOutcomes	retail
Retailers.develop.BusinessCases	retail
Retailers.support.BusinessCase	retail
Retailers.develop.TransformationRoadmap	retail
Retailers.develop.ItServiceLevels	retail
Retailers.manage.ItServiceLevels	retail
Retailers.understand.ItServiceRequirements	retail
Retailers.forecast.ItServiceDemand	retail
Retailers.maintain.ItServicesCatalog	retail
Retailers.define.ServiceLevelAgreement	retail
Retailers.maintain.ItCustomerContracts	retail
Retailers.negotiate.ServiceLevelAgreements	retail
Retailers.establish.ServiceLevelAgreements	retail
Retailers.develop.ImprovementProcesses	retail
Retailers.maintain.ImprovementProcesses	retail
Retailers.manage.ItCustomerRelationships	retail
Retailers.establish.RelationshipManagementMechanisms	retail
Retailers.understand.ItCustomerStrategy	retail
Retailers.understand.ItCustomerEnvironment	retail
Retailers.communicate.ItCapabilities	retail
Retailers.manage.ItRequirements	retail
Retailers.analyze.ServicePerformance	retail
Retailers.assess.SlaCompliance	retail
Retailers.triage.SlaComplianceIssues	retail
Retailers.collect.Feedback.about.ItProducts	retail
Retailers.collect.Services	retail
Retailers.synthesize.ItPerformanceInformation	retail
Retailers.distribute.ItPerformanceInformation	retail
Retailers.develop.ItBusinessStrategy	retail
Retailers.manage.ItBusinessStrategy	retail
Retailers.define.BusinessTechnologyStrategy	retail
Retailers.define.GovernanceStrategy	retail
Retailers.build.ItStrategicIntelligence	retail
Retailers.maintain.ItStrategicIntelligence	retail
Retailers.monitor.CurrentEmergingTechnologies	retail
Retailers.map.CurrentEmergingTechnologies	retail
Retailers.define.DigitalTransformationStrategy	retail
Retailers.communicate.DigitalTransformationStrategy	retail
Retailers.develop.ItStrategicAlignment	retail
Retailers.alignment.Principles	retail
Retailers.maintain.ItStrategicAlignment	retail
Retailers.manage.ItPortfolioStrategy	retail
Retailers.establish.ItValueCriteria	retail
Retailers.validate.ItValueCriteria	retail
Retailers.determine.ItPortfolioInvestmentBalance	retail
Retailers.evaluate.ProposedItInvestmentProjects	retail
Retailers.prioritize.ItProjects	retail
Retailers.align.ItResources.to.StrategicPriorities	retail
Retailers.align.ItPortfolio.to.BusinessObjectives	retail
Retailers.define.EnterpriseArchitecture	retail
Retailers.maintain.EnterpriseArchitecture	retail
Retailers.create.EnterpriseArchitecturePrinciples	retail
Retailers.publish.EnterpriseArchitecturePrinciples	retail
Retailers.establish.EnterpriseArchitectureGovernance	retail
Retailers.operate.EnterpriseArchitectureGovernance	retail
Retailers.research.Technologies.to.InnovateItServices	retail
Retailers.research.Technologies.to.Solutions	retail
Retailers.provide.Input.to.Definition.of.ItProjects	retail
Retailers.provide.Input.to.Prioritization.of.ItProjects	retail
Retailers.define.ItServiceManagementStrategy	retail
Retailers.establish.ItServiceManagementStrategy	retail
Retailers.establish.Goals	retail
Retailers.identify.ItServiceOperatingRequirements	retail
Retailers.identify.ProcessRequirements	retail
Retailers.define.ItServiceCatalog	retail
Retailers.establish.ItServiceManagementFramework	retail
Retailers.define.ItServiceManagement	retail
Retailers.implement.ItServiceManagement	retail
Retailers.define.SupportServiceManagementProcessToolsMethods	retail
Retailers.deploy.SupportServiceManagementProcessToolsMethods	retail
Retailers.monitor.ItPerformance	retail
Retailers.report.ItPerformance	retail
Retailers.control.ItManagementSystem	retail
Retailers.determine.ItPerformanceMeasures	retail
Retailers.define.ItControlPointsProceduresGovernanceModel	retail
Retailers.define.AssuranceProceduresGovernanceModel	retail
Retailers.monitor.OverallItPerformance	retail
Retailers.analyze.OverallItPerformance	retail
Retailers.monitor.ItFinancialPerformance	retail
Retailers.analyze.ItFinancialPerformance	retail
Retailers.monitor.ItValueBenefits	retail
Retailers.analyze.ItValueBenefits	retail
Retailers.optimize.ItResourceAllocation	retail
Retailers.manage.ItProjectsInterdependencies	retail
Retailers.manage.ServicesInterdependencies	retail
Retailers.report.ItServicePerformance	retail
Retailers.report.ProjectPerformance	retail
Retailers.select.ItPerformanceAnalyticsTools	retail
Retailers.deploy.ItPerformanceAnalyticsTools	retail
Retailers.operate.ItPerformanceAnalyticsTools	retail
Retailers.manage.ItValuePortfolio	retail
Retailers.assess.Performance.against.ItServiceValueCriteria	retail
Retailers.assess.ProjectValueCriteria	retail
Retailers.quantify.Value.of.ItServicePortfolioInvestments	retail
Retailers.quantify.Value.of.ProjectPortfolioInvestments	retail
Retailers.communicate.BusinessTechnologyValueContribution	retail
Retailers.determine.ItPortfolioAdjustments	retail
Retailers.implement.ItPortfolioAdjustments	retail
Retailers.define.TechnologyInnovation	retail
Retailers.manage.TechnologyInnovation	retail
Retailers.establish.SelectionCriteria.for.ResearchInitiatives	retail
Retailers.analyze.EmergingTechnologyConcepts	retail
Retailers.identify.TechnologyConcepts	retail
Retailers.identify.Capabilities	retail
Retailers.execute.ItResearchProjects	retail
Retailers.evaluate.ItResearchProjectOutcomes	retail
Retailers.identify.ViableConcepts	retail
Retailers.promote.ViableConcepts	retail
Retailers.develop.ItInvestmentProjects	retail
Retailers.plan.ItInvestmentProjects	retail
Retailers.develop.ItResilienceRisk	retail
Retailers.manage.ItResilienceRisk	retail
Retailers.develop.ItCompliance	retail
Retailers.develop.SecurityStrategy	retail
Retailers.determine.ItRegulatoryAuditRequirements	retail
Retailers.evaluate.ItRegulatoryAuditRequirements	retail
Retailers.understand.BusinessUnitRiskTolerance	retail
Retailers.establish.ItRiskTolerance	retail
Retailers.establish.RiskOwnership	retail
Retailers.establish.RiskManagementRoles	retail
Retailers.maintain.RiskManagementRoles	retail
Retailers.establish.ComplianceObjectives	retail
Retailers.identify.Systems.to.SupportCompliance	retail
Retailers.identify.ItRisk	retail
Retailers.evaluate.ItRisk	retail
Retailers.evaluate.It	retail
Retailers.create.ItRiskMitigationStrategies	retail
Retailers.create.Approaches	retail
Retailers.develop.ItResilienceStrategy	retail
Retailers.determine.ItDeliveryResiliency	retail
Retailers.determine.CriticalItRisks	retail
Retailers.prioritize.ItRisks	retail
Retailers.establish.MitigationApproaches.for.ItRisks	retail
Retailers.control.ItRisk	retail
Retailers.control.Security	retail
Retailers.evaluate.EnterpriseRegulatoryObligations	retail
Retailers.evaluate.ComplianceObligations	retail
Retailers.analyze.ItSecurityThreatImpact	retail
Retailers.create.ItComplianceRequirements	retail
Retailers.maintain.ItComplianceRequirements	retail
Retailers.create.ItSecurityPolicies	retail
Retailers.maintain.ItSecurityPolicies	retail
Retailers.develop.RiskManagementTraining	retail
Retailers.deploy.RiskManagementTraining	retail
Retailers.establish.RiskReportingCapabilities	retail
Retailers.establish.Responsibilities	retail
Retailers.establish.CommunicationStandards	retail
Retailers.conduct.ItRiskAssessments	retail
Retailers.conduct.ThreatAssessments	retail
Retailers.monitor.ItActivityRisk	retail
Retailers.manage.ItActivityRisk	retail
Retailers.identify.ItRiskMitigationMeasures	retail
Retailers.supervise.ItRiskMitigationMeasures	retail
Retailers.monitor.ItRiskMitigationMeasures	retail
Retailers.plan.ItContinuity	retail
Retailers.manage.ItContinuity	retail
Retailers.evaluate.ItContinuity	retail
Retailers.identify.ItContinuityGaps	retail
Retailers.manage.ItBusinessContinuity	retail
Retailers.develop.ItSecurity	retail
Retailers.manage.ItSecurity	retail
Retailers.assess.ItRegulatoryRequirements	retail
Retailers.assess.Policies	retail
Retailers.assess.ConfidentialityRequirements	retail
Retailers.assess.Policies	retail
Retailers.create.ItSecurity	retail
Retailers.create.DataProtectionRiskGovernance	retail
Retailers.define.ItDataSecurityPolicies	retail
Retailers.define.Procedures	retail
Retailers.define.PrivacyPolicies	retail
Retailers.define.Procedures	retail
Retailers.review.PhysicalLogicalItDataSecurityMeasures	retail
Retailers.monitor.PhysicalLogicalItDataSecurityMeasures	retail
Retailers.review.ApplicationSecurityControls	retail
Retailers.monitor.ApplicationSecurityControls	retail
Retailers.review.ItPhysicalEnvironmentSecurityControls	retail
Retailers.monitor.ItPhysicalEnvironmentSecurityControls	retail
Retailers.monitor.NetworkIntrusionDetectionDataResolveThreats	retail
Retailers.analyze.NetworkIntrusionDetectionDataResolveThreats	retail
Retailers.conduct.ItComplianceAssessments	retail
Retailers.analyze.ItComplianceAssessments	retail
Retailers.conduct.Projects.to.EnhanceItComplianceRisk	retail
Retailers.conduct.Projects.to.RemediateRisk	retail
Retailers.conduct.ItComplianceControlAuditing.of.InternalServices	retail
Retailers.conduct.ItComplianceControlAuditing.of.ExternalServices	retail
Retailers.perform.ItComplianceReporting	retail
Retailers.identify.ItComplianceIssuesRemediationRequirements	retail
Retailers.escalate.ItComplianceIssuesRemediationRequirements	retail
Retailers.support.ExternalAudits	retail
Retailers.support.Reports	retail
Retailers.develop.ItResilienceContinuityOperations	retail
Retailers.execute.ItResilienceContinuityOperations	retail
Retailers.conduct.ItResilienceImprovementProjects	retail
Retailers.develop.ItBusinessContinuityPlanning	retail
Retailers.document.ItBusinessContinuityPlanning	retail
Retailers.maintain.ItBusinessContinuityPlanning	retail
Retailers.implement.ChangeControlProcedures	retail
Retailers.enforce.ChangeControlProcedures	retail
Retailers.execute.RecurringItServiceProviderBusinessContinuity	retail
Retailers.provide.ItResilienceTraining	retail
Retailers.execute.RecurringItBusinessOperationsContinuity	retail
Retailers.manage.ItUserIdentity	retail
Retailers.manage.Authorization	retail
Retailers.support.Integration.of.IdentityPolicies	retail
Retailers.support.Integration.of.AuthorizationPolicies	retail
Retailers.manage.ItUserDirectory	retail
Retailers.manage.ItUserAuthorization	retail
Retailers.manage.ItUserAuthenticationMechanisms	retail
Retailers.audit.ItUserIdentitySystems	retail
Retailers.audit.AuthorizationSystems	retail
Retailers.respond.to.ItInformationSecurityBreaches	retail
Retailers.respond.NetworkBreaches	retail
Retailers.conduct.PenetrationTesting	retail
Retailers.audit.Integration.of.UserIdentitySystems	retail
Retailers.audit.Integration.of.AuthorizationSystems	retail
Retailers.manage.Information	retail
Retailers.define.BusinessInformationStrategy	retail
Retailers.define.AnalyticsStrategy	retail
Retailers.establish.Data	retail
Retailers.establish.AnalyticObjectives	retail
Retailers.establish.Data	retail
Retailers.establish.AnalyticGovernance	retail
Retailers.data	retail
Retailers.define.BusinessInformationArchitecture	retail
Retailers.maintain.BusinessInformationArchitecture	retail
Retailers.determine.EnterpriseBusinessInformationRequirements	retail
Retailers.define.EnterpriseDataModels	retail
Retailers.identify.ExternalDataSources	retail
